Order_ID,Date,Customer_ID,Country_Code,Channel,Sales_person,Units_Sold,Unit_Price,Product_Code,Product,Promotion_Flag,Commission_Percent
ORD0004338,2024-05-26,CUSTL00025,LEBANON,offline,sami,2,578.5,P01,Phone,0,0.03
ORD0004339,2022-07-18,CUSTL00025,LEBANON,Online,lina,5,320.35,P02,Tablet,0,0.05
ORD0004340,2022-12-22,CUSTL00025,LEB,Online,lina,3,7.798157020720918,E05,Cable,0,0.02
ORD0004341,2025-01-14,CUSTL00025,LEBANON,Website,Lina,5,7.628045415141864,E05,Cable,0,0.03
ORD0004342,2023-04-27,CUSTL00025,LEBN,Online,lina,1,215.53,M01,Monitor,0,0.02
ORD0004343,2025-05-24,CUSTL00025,LEB,in-store,lina,4,202.05,EG02,Gaming Chair,0,0.03
ORD0004344,2023-10-31,CUSTL00025,LEBANON,Website,lina,3,42.46,E04,Keyboard,0,0.02
ORD0004345,2021-03-22,CUSTL00025,LEBANON,Website,Ali,1,1314.7279058133051,EB01,Laptop,0,0.03
ORD0004346,2025-02-01,CUSTL00025,LEB,offline,Ali,3,8.423876287238238,E05,Cable,0,0.05
ORD0004347,2022-06-06,CUSTL00025,LEBN,Website,Ali,3,560.41,P01,Phone,0,0.03
ORD0004348,2021-09-29,CUSTL00025,LEBN,Website,lina,0,29.16,A01,Accessory,0,0.05
ORD0004349,2022-01-27,CUSTL00025,LEBN,Website,lina,4,360.55,P02,Tablet,0,0.05
ORD0004350,2024-09-26,CUSTL00025,LEBANON,Online,Sami,3,114.65,F02,Chair,0,0.03
ORD0004351,2021-03-17,CUSTL00025,LEB,offline,Sami,2,227.93,EG02,Gaming Chair,0,0.05
ORD0004352,2022-12-31,CUSTL00025,LEBN,Online,lina,3,203.86,EG02,Gaming Chair,0,0.03
ORD0004353,2021-08-05,CUSTL00025,LEBN,offline,Sami,0,1042.1098281534887,EB01,Laptop,0,0.05
ORD0004354,2022-01-15,CUSTL00025,LEBANON,Website,Sami,5,228.42,EG02,Gaming Chair,0,0.02
ORD0004355,2024-10-04,CUSTL00025,LEB,Online,sami,1,1320.923222294634,EB01,Laptop,0,0.05
ORD0004356,2021-07-06,CUSTL00025,LEBANON,Website,lina,2,120.99,F02,Chair,0,0.03
ORD0004357,2023-08-27,CUSTL00025,LEBN,Website,Sami,1,272.56,M01,Monitor,0,0.03
ORD0004358,2023-09-14,CUSTL00025,LEBN,Online,lina,4,270.3,M01,Monitor,0,0.05
ORD0004359,2022-04-24,CUSTL00025,LEBN,Online,Sami,4,7.428365983490163,E05,Cable,0,0.03
ORD0004360,2023-03-03,CUSTL00025,LEBANON,Website,sami,2,250.19,M01,Monitor,0,0.05
ORD0004361,2021-06-12,CUSTL00025,LEBANON,Website,Lina,4,44.04,E04,Keyboard,0,0.03
ORD0004362,2022-12-03,CUSTL00025,LEBANON,Online,Sami,7,7.834956537235572,E05,Cable,0,0.03
ORD0004363,2021-08-27,CUSTL00025,LEB,Offline,Ali,1,1216.1656859207874,EB01,Laptop,0,0.02
ORD0004364,2021-06-08,CUSTL00025,LEBN,Online,lina,0,27.31,A01,Accessory,0,0.03
ORD0004365,2022-03-16,CUSTL00025,LEB,,Ali,2,122.47,F02,Chair,0,0.05
ORD0004366,2021-11-07,CUSTL00025,LEBN,Website,sami,4,211.69,EG02,Gaming Chair,0,0.02
ORD0004367,2021-08-31,CUSTL00025,LEB,Offline,Ali,1,258.39,M01,Monitor,0,0.05
ORD0004368,2022-08-22,CUSTL00025,LEBANON,Website,Ali,3,75.14,EG03,Headset,0,0.05
ORD0004369,2021-12-30,CUSTL00025,LEBANON,Online,sami,10,8.107339621862424,E05,Cable,0,0.03
ORD0004370,2022-10-10,CUSTL00025,LEBANON,Online,sami,4,72.23,EG03,Headset,0,0.03
ORD0004371,2022-10-09,CUSTL00025,LEB,Website,Lina,3,7.444087552882352,E05,Cable,0,0.03
ORD0004372,2022-11-19,CUSTL00025,LEB,Online,Ali,2,43.02,E04,Keyboard,0,0.03
ORD0004373,2021-07-03,CUSTL00025,LEB,Website,Lina,2,257.49,M01,Monitor,0,0.03
ORD0004374,2022-05-05,CUSTL00025,LEBANON,Online,Lina,2,369.58,P02,Tablet,0,0.05
ORD0004375,2021-07-26,CUSTL00025,LEB,Website,Ali,1,339.74,P02,Tablet,0,0.02
ORD0004376,2024-01-26,CUSTL00026,LEBANON,Website,Ali,10,7.874427390835172,E05,Cable,0,0.03
ORD0004377,2024-07-10,CUSTL00027,LEBN,Website,Ali,1,610.35,P01,Phone,0,0.03
ORD0004378,2024-05-11,CUSTL00028,LEBN,Website,Sami,2,30.25,A01,Accessory,0,0.03
ORD0004379,2023-08-28,CUSTL00029,LEB,Website,lina,5,8.518146126110683,E05,Cable,0,0.03
ORD0004380,2021-11-21,CUSTL00030,LEB,Website,sami,5,6.686606048125697,E05,Cable,0,0.05
ORD0004381,2024-01-06,CUSTL00031,LEB,Online,Ali,3,30.65,A01,Accessory,0,0.05
ORD0004382,2024-04-20,CUSTL00032,LEB,Online,Lina,0,555.36,P01,Phone,0,0.05
ORD0004383,2023-07-28,CUSTL00032,LEBANON,Online,lina,1,31.59,A01,Accessory,0,0.02
ORD0004384,2025-05-01,CUSTL00032,LEBN,Website,lina,4,30.65,A01,Accessory,0,0.05
ORD0004385,2023-04-16,CUSTL00032,LEBANON,Website,lina,3,119.91,F02,Chair,0,0.05
ORD0004386,2024-04-19,CUSTL00032,LEB,Online,Lina,2,338.47,P02,Tablet,0,0.05
ORD0004387,2023-11-17,CUSTL00032,LEB,Online,Lina,4,334.68,P02,Tablet,0,0.02
ORD0004388,2021-12-30,CUSTL00032,LEB,Website,Ali,2,361.82,P02,Tablet,0,0.03
ORD0004389,2023-06-11,CUSTL00032,LEBN,Online,sami,1,7.596778086282806,E05,Cable,0,0.05
ORD0004390,2023-12-21,CUSTL00033,LEBANON,Online,Ali,1,25.72,E02,Mouse,0,0.05
ORD0004391,2024-01-05,CUSTL00033,LEB,Online,sami,2,125.61,F02,Chair,0,0.03
ORD0004392,2022-09-23,CUSTL00033,LEBANON,Online,Sami,0,216.96,EG02,Gaming Chair,0,0.05
ORD0004393,2024-06-04,CUSTL00033,LEB,Online,Ali,1,26.26,E02,Mouse,0,0.05
ORD0004394,2025-06-14,CUSTL00033,LEBANON,Online,lina,1,221.37,EG02,Gaming Chair,0,0.02
ORD0004395,2024-04-02,CUSTL00033,LEB,Website,lina,5,6.769839600115643,E05,Cable,0,0.03
ORD0004396,2021-02-08,CUSTL00033,LEBANON,in-store,lina,1,587.68,P01,Phone,0,0.02
ORD0004397,2024-12-09,CUSTL00033,LEBANON,Online,lina,3,7.351154238509653,E05,Cable,0,0.05
ORD0004398,2021-10-21,CUSTL00033,LEBANON,Website,Sami,4,32.13,A01,Accessory,0,0.03
ORD0004399,2025-04-29,CUSTL00033,LEB,Online,Sami,2,1230.0014714422714,EB01,Laptop,0,0.03
ORD0004400,2023-04-05,CUSTL00033,LEBANON,Website,Ali,5,203.39,EG02,Gaming Chair,0,0.02
ORD0004401,2023-05-09,CUSTL00033,LEB,Website,Sami,3,212.03,EG02,Gaming Chair,0,0.02
ORD0004402,2024-04-14,CUSTL00033,LEB,Website,Ali,1,63.73,EG03,Headset,0,0.02
ORD0004403,2024-04-08,CUSTL00033,LEB,Online,Sami,0,244.79,M01,Monitor,0,0.02
ORD0004404,2022-08-01,CUSTL00033,LEBANON,Website,Sami,1,7.815488384166474,E05,Cable,0,0.05
ORD0004405,2022-03-08,CUSTL00033,LEBN,Website,lina,2,30.33,A01,Accessory,0,0.03
ORD0004406,2023-03-22,CUSTL00033,LEBANON,Online,Sami,2,47.35,E04,Keyboard,0,0.02
ORD0004407,2023-12-29,CUSTL00033,LEBANON,Website,sami,3,225.49,EG02,Gaming Chair,0,0.05
ORD0004408,2023-10-19,CUSTL00033,LEBANON,Website,Sami,3,244.66,M01,Monitor,0,0.02
ORD0004409,2021-10-19,CUSTL00033,LEBANON,Online,Lina,1,33.49,A01,Accessory,0,0.03
ORD0004410,2024-11-09,CUSTL00033,LEB,Website,sami,3,211.61,EG02,Gaming Chair,1,0.05
ORD0004411,2022-03-29,CUSTL00033,LEBANON,Online,lina,1,44.0,E04,Keyboard,0,0.03
ORD0004412,2024-12-27,CUSTL00033,LEBN,Offline,Lina,4,23.98,E02,Mouse,0,0.05
ORD0004413,2021-06-18,CUSTL00033,LEBANON,offline,sami,4,327.59,P02,Tablet,0,0.02
ORD0004414,2024-01-20,CUSTL00033,LEB,Offline,Ali,2,126.89,F02,Chair,0,0.03
ORD0004415,2022-03-10,CUSTL00033,LEBN,Website,Lina,4,8.46780807482063,E05,Cable,0,0.02
ORD0004416,2025-02-02,CUSTL00033,LEB,Website,lina,3,121.44,F02,Chair,0,0.03
ORD0004417,2021-11-25,CUSTL00033,LEBN,Online,Sami,2,377.48,P02,Tablet,0,0.05
ORD0004418,2021-10-27,CUSTL00033,LEB,offline,sami,5,71.51,EG03,Headset,0,0.05
ORD0004419,2022-09-29,CUSTL00033,LEB,Website,Ali,3,30.73,A01,Accessory,0,0.02
ORD0004420,2022-11-10,CUSTL00033,LEBANON,Online,sami,2,1209.4304984286712,EB01,Laptop,0,0.02
ORD0004420,2022-11-10,CUSTL00033,LEB,Online,sami,3,126.58,F02,Chair,0,0.02
ORD0004421,2021-07-29,CUSTL00033,LEB,Website,lina,1,382.28,P02,Tablet,0,0.02
ORD0004422,2022-09-08,CUSTL00033,LEBN,Website,Ali,2,228.17,EG02,Gaming Chair,0,0.02
ORD0004423,2023-10-08,CUSTL00033,LEB,Website,sami,4,68.79,EG03,Headset,0,0.03
ORD0004424,2022-10-28,CUSTL00033,LEBN,Online,lina,4,70.2,EG03,Headset,0,0.03
ORD0004425,2021-07-27,CUSTL00033,LEBANON,offline,Lina,4,45.57,E04,Keyboard,0,0.05
ORD0004426,2025-01-11,CUSTL00033,LEB,Online,Sami,2,25.83,E02,Mouse,0,0.05
ORD0004427,2021-03-04,CUSTL00033,LEBN,Online,Sami,3,7.63009146555572,E05,Cable,0,0.03
ORD0004428,2025-06-28,CUSTL00033,LEBANON,Online,Sami,0,68.6,EG03,Headset,0,0.02
ORD0004429,2024-04-12,CUSTL00033,LEB,Online,lina,0,75.73,EG03,Headset,0,0.02
ORD0004430,2025-01-19,CUSTL00033,LEB,Website,sami,2,1265.2429489362466,EB01,Laptop,0,0.03
ORD0004431,2023-10-18,CUSTL00033,LEB,Offline,lina,2,43.44,E04,Keyboard,0,0.05
ORD0004432,2022-04-21,CUSTL00033,LEBANON,Online,Lina,3,1263.8918057442027,EB01,Laptop,0,0.05
ORD0004432,2022-04-21,CUSTL00033,LEBN,Online,Lina,5,114.69,F02,Chair,0,0.05
ORD0004433,2024-04-09,CUSTL00033,LEBANON,Website,Sami,5,220.58,EG02,Gaming Chair,0,0.03
ORD0004434,2023-03-14,CUSTL00033,LEB,Online,Sami,0,232.52,M01,Monitor,0,0.05
ORD0004435,2025-03-27,CUSTL00033,LEBN,Online,sami,3,43.14,E04,Keyboard,0,0.02
ORD0004436,2021-02-05,CUSTL00033,LEB,Online,Ali,5,24.75,E02,Mouse,0,0.03
ORD0004437,2023-11-22,CUSTL00033,LEB,offline,sami,2,211.08,EG02,Gaming Chair,0,0.02
ORD0004438,2022-07-23,CUSTL00033,LEB,Online,Ali,2,7.253610456143366,E05,Cable,0,0.02
ORD0004439,2021-12-28,CUSTL00033,LEBANON,Website,Ali,3,107.18,F02,Chair,0,0.03
ORD0004440,2023-07-07,CUSTL00033,LEBANON,Online,Lina,6,26.79,E02,Mouse,1,0.03
ORD0004441,2025-05-20,CUSTL00033,LEBN,Online,Ali,4,73.56,EG03,Headset,0,0.02
ORD0004442,2023-08-24,CUSTL00033,LEBN,Website,Sami,3,114.51,F02,Chair,0,0.02
ORD0004443,2023-06-18,CUSTL00033,LEBANON,Online,sami,2,26.94,E02,Mouse,0,0.05
ORD0004444,2025-03-28,CUSTL00033,LEBN,Online,Ali,3,44.89,E04,Keyboard,0,0.05
ORD0004445,2024-06-03,CUSTL00033,LEBN,Website,lina,5,7.810335453907061,E05,Cable,0,0.02
ORD0004446,2022-05-13,CUSTL00033,LEBANON,Website,lina,1,110.62,F02,Chair,0,0.02
ORD0004447,2021-05-12,CUSTL00033,LEBANON,Website,Sami,2,120.63,F02,Chair,0,0.02
ORD0004448,2024-08-11,CUSTL00033,LEB,Online,Lina,5,319.06,P02,Tablet,0,0.03
ORD0004449,2024-11-02,CUSTL00033,LEB,Website,Ali,3,117.44,F02,Chair,0,0.02
ORD0004450,2023-06-23,CUSTL00033,LEBN,Online,Lina,3,113.72,F02,Chair,0,0.03
ORD0004451,2022-05-25,CUSTL00033,LEB,Online,lina,1,8.437188087209632,E05,Cable,0,0.05
ORD0004452,2023-11-18,CUSTL00033,LEBN,Online,lina,2,1279.4751825720307,EB01,Laptop,0,0.02
ORD0004452,2023-11-18,CUSTL00033,LEBN,Online,lina,0,117.27,F02,Chair,0,0.03
ORD0004453,2022-12-13,CUSTL00033,LEB,Online,Ali,1,44.47,E04,Keyboard,0,0.05
ORD0004454,2024-12-20,CUSTL00033,LEBANON,Website,Ali,2,246.4,M01,Monitor,0,0.05
ORD0004455,2021-06-16,CUSTL00034,LEBANON,Website,sami,3,247.31,M01,Monitor,0,0.05
ORD0004456,2023-02-14,CUSTL00034,LEB,Online,lina,2,27.9,A01,Accessory,0,0.03
ORD0004457,2022-02-26,CUSTL00034,LEB,Online,Lina,4,47.26,E04,Keyboard,0,0.05
ORD0004458,2024-02-07,CUSTL00034,LEBN,Online,sami,4,8.478692148518308,E05,Cable,0,0.02
ORD0004459,2021-05-17,CUSTL00034,LEB,Website,Sami,1,233.2,EG02,Gaming Chair,0,0.03
ORD0004460,2024-01-01,CUSTL00034,LEB,Website,Lina,1,120.41,F02,Chair,0,0.03
ORD0004461,2022-11-10,CUSTL00035,LEB,Offline,Sami,4,69.93,EG03,Headset,0,0.02
ORD0004461,2022-11-10,CUSTL00035,LEB,Offline,Sami,3,237.67,EG02,Gaming Chair,0,0.05
ORD0004462,2023-09-18,CUSTL00035,LEBN,Online,Ali,3,366.12,P02,Tablet,0,0.02
ORD0004463,2025-02-23,CUSTL00035,LEBN,Website,Ali,0,38.76,E04,Keyboard,0,0.05
ORD0004464,2025-01-15,CUSTL00035,LEBANON,Website,Sami,2,7.985807873856177,E05,Cable,0,0.03
ORD0004465,2023-12-24,CUSTL00035,LEB,Online,sami,4,263.78,M01,Monitor,0,0.03
ORD0004466,2021-01-12,CUSTL00035,LEB,Online,Sami,0,239.21,M01,Monitor,0,0.02
ORD0004467,2021-12-08,CUSTL00035,LEB,Website,lina,1,42.39,E04,Keyboard,0,0.05
ORD0004468,2024-08-25,CUSTL00035,LEB,Online,Lina,1,336.76,P02,Tablet,0,0.02
ORD0004469,2023-05-08,CUSTL00035,LEBANON,Online,Lina,5,6.859926757941723,E05,Cable,0,0.05
ORD0004470,2025-06-09,CUSTL00035,LEBANON,Website,Ali,1,211.63,EG02,Gaming Chair,0,0.02
ORD0004471,2022-03-30,CUSTL00035,LEB,Website,Lina,2,1182.407624533411,EB01,Laptop,0,0.02
ORD0004472,2023-12-30,CUSTL00035,LEBANON,Online,Ali,3,623.02,P01,Phone,0,0.03
ORD0004473,2024-05-14,CUSTL00035,LEBN,Online,Lina,5,8.369484946982231,E05,Cable,0,0.05
ORD0004474,2025-06-22,CUSTL00035,LEB,Online,lina,5,43.06,E04,Keyboard,0,0.02
ORD0004475,2022-10-23,CUSTL00035,LEBANON,Online,Lina,1,8.581428542106377,E05,Cable,0,0.02
ORD0004476,2021-01-27,CUSTL00035,LEBANON,Online,Sami,3,67.64,EG03,Headset,0,0.02
ORD0004477,2021-05-06,CUSTL00035,LEBANON,Website,sami,0,74.72,EG03,Headset,0,0.03
ORD0004478,2024-10-09,CUSTL00035,LEBN,Online,Sami,1,604.31,P01,Phone,0,0.03
ORD0004479,2021-06-15,CUSTL00035,LEBN,Online,Lina,5,119.97,F02,Chair,0,0.02
ORD0004480,2023-07-07,CUSTL00035,LEB,Online,Ali,5,232.41,EG02,Gaming Chair,0,0.05
ORD0004481,2022-03-05,CUSTL00035,LEB,Website,lina,1,357.8,P02,Tablet,0,0.05
ORD0004482,2021-03-01,CUSTL00035,LEB,Website,Ali,1,43.78,E04,Keyboard,0,0.05
ORD0004483,2022-12-23,CUSTL00035,LEB,Online,sami,3,194.88,EG02,Gaming Chair,0,0.03
ORD0004484,2023-02-07,CUSTL00035,LEBANON,Website,Sami,1,219.51,EG02,Gaming Chair,0,0.03
ORD0004485,2024-04-10,CUSTL00035,LEBANON,in-store,Lina,3,116.21,F02,Chair,0,0.03
ORD0004486,2023-07-27,CUSTL00035,LEBN,Website,Sami,1,250.25,M01,Monitor,0,0.05
ORD0004487,2022-12-25,CUSTL00035,LEBN,Online,Ali,1,29.15,A01,Accessory,0,0.05
ORD0004488,2023-01-11,CUSTL00035,LEBN,Website,lina,1,118.68,F02,Chair,0,0.05
