Order_ID,Date,Customer_ID,Country_Code,Channel,Sales_person,Units_Sold,Unit_Price,Product_Code,Product,Promotion_Flag,Commission_Percent
ORD0000069,2023-01-19,CUSTJ00010,JO,Online,Ahmed,4,88.87,F02,Chair,0,0.05
ORD0000070,2025-06-28,CUSTJ00010,Jor,in-store,Rami,1,32.53,E04,Keyboard,0,0.02
ORD0000071,2021-07-15,CUSTJ00010,Jordn,Online,Sara,4,192.49,M01,Monitor,0,0.05
ORD0000072,2022-12-25,CUSTJ00011,JO,Offline,Rami,3,5.18,E05,Cable,0,0.02
ORD0000073,2025-01-12,CUSTJ00011,Jordan,offline,rami,3,416.35,P01,Phone,0,0.03
ORD0000074,2023-01-27,CUSTJ00011,Jor,Offline,ali,5,82.24,F02,Chair,0,0.03
ORD0000075,2021-12-07,CUSTJ00011,Jordn,Online,Ahmed,1,860.71,EB01,Laptop,0,0.05
ORD0000076,2024-02-22,CUSTJ00011,Jor,in-store,Sara,5,19.97,A01,Accessory,0,0.05
ORD0000077,2023-07-13,CUSTJ00011,Jordn,Offline,rami,2,5.45,E05,Cable,0,0.05
ORD0000078,2024-12-09,CUSTJ00011,Jor,in-store,Rami,6,139.06,EG02,Gaming Chair,1,0.05
ORD0000079,2024-07-04,CUSTJ00011,Jor,Offline,ahmed,4,51.4,EG03,Headset,0,0.03
ORD0000079,2024-07-04,CUSTJ00011,JO,Offline,ahmed,5,155.38,EG02,Gaming Chair,0,0.03
ORD0000080,2023-11-26,CUSTJ00011,JO,in-store,Ahmed,3,16.16,E02,Mouse,0,0.03
ORD0000081,2021-08-29,CUSTJ00011,Jor,Offline,ali,5,87.5,F02,Chair,0,0.02
ORD0000082,2022-08-11,CUSTJ00011,Jordan,Offline,Rami,2,5.88,E05,Cable,0,0.05
ORD0000083,2021-12-25,CUSTJ00011,Jor,Online,rami,3,89.72,F02,Chair,0,0.05
ORD0000084,2025-01-18,CUSTJ00011,JO,Website,rami,3,83.63,F02,Chair,0,0.03
ORD0000085,2022-08-05,CUSTJ00011,Jordan,in-store,rami,5,19.75,A01,Accessory,0,0.05
ORD0000086,2023-01-26,CUSTJ00011,Jordan,Online,Ahmed,3,150.88,EG02,Gaming Chair,0,0.05
ORD0000087,2025-03-15,CUSTJ00011,Jordn,in-store,Rami,2,31.18,E04,Keyboard,0,0.02
ORD0000088,2021-04-03,CUSTJ00011,Jor,Website,Rami,1,33.99,E04,Keyboard,0,0.02
ORD0000089,2024-03-18,CUSTJ00011,Jordn,offline,Sara,2,168.83,M01,Monitor,0,0.02
ORD0000090,2025-01-09,CUSTJ00011,Jordan,Website,Rami,2,21.41,A01,Accessory,0,0.03
ORD0000091,2024-08-02,CUSTJ00011,Jor,Online,Sara,4,21.09,A01,Accessory,0,0.02
ORD0000092,2024-02-25,CUSTJ00011,Jor,Offline,Ahmed,4,236.1,P02,Tablet,0,0.02
ORD0000093,2021-03-17,CUSTJ00011,JO,Offline,Ahmed,5,89.23,F02,Chair,0,0.03
ORD0000094,2021-12-18,CUSTJ00011,JO,in-store,rami,3,50.08,EG03,Headset,0,0.05
ORD0000095,2022-12-14,CUSTJ00011,Jordn,Website,rami,5,91.5,F02,Chair,0,0.03
ORD0000096,2021-01-26,CUSTJ00011,Jordan,Offline,Sara,1,27.17,E04,Keyboard,0,0.02
ORD0000097,2022-08-22,CUSTJ00011,Jor,Offline,Ahmed,3,56.15,EG03,Headset,0,0.02
ORD0000098,2024-07-07,CUSTJ00011,Jordn,Online,ahmed,4,92.23,F02,Chair,0,0.02
ORD0000099,2022-11-10,CUSTJ00011,Jordan,Online,Rami,1,453.19,P01,Phone,0,0.03
ORD0000100,2022-07-20,CUSTJ00011,JO,Website,Sara,5,182.09,M01,Monitor,0,0.03
ORD0000101,2021-05-22,CUSTJ00011,JO,Offline,ali,3,159.91,EG02,Gaming Chair,0,0.05
ORD0000102,2023-10-25,CUSTJ00011,Jordn,Offline,Rami,1,795.5,EB01,Laptop,0,0.03
ORD0000102,2023-10-25,CUSTJ00011,JO,Offline,Rami,4,83.68,F02,Chair,0,0.02
ORD0000103,2021-12-16,CUSTJ00011,JO,Online,Rami,4,51.2,EG03,Headset,0,0.03
ORD0000104,2022-11-07,CUSTJ00011,Jordn,in-store,Rami,3,869.95,EB01,Laptop,0,0.02
ORD0000104,2022-11-07,CUSTJ00011,Jordan,in-store,Rami,1,79.0,F02,Chair,0,0.02
ORD0000105,2024-08-03,CUSTJ00011,Jordan,Online,Ahmed,3,5.93,E05,Cable,0,0.05
ORD0000106,2022-08-21,CUSTJ00011,JO,Offline,Sara,1,53.0,EG03,Headset,0,0.02
ORD0000107,2023-06-08,CUSTJ00011,Jor,Online,rami,2,50.02,EG03,Headset,0,0.03
ORD0000108,2022-05-09,CUSTJ00011,JO,Website,ali,1,431.31,P01,Phone,0,0.02
ORD0000109,2023-11-15,CUSTJ00011,Jordn,Website,Sara,4,245.34,P02,Tablet,0,0.02
ORD0000110,2024-11-07,CUSTJ00011,JO,offline,Sara,1,49.53,EG03,Headset,1,0.03
ORD0000111,2021-07-27,CUSTJ00011,JO,Offline,ali,4,430.38,P01,Phone,0,0.02
ORD0000112,2021-02-04,CUSTJ00011,Jordn,Website,ali,4,18.2,E02,Mouse,0,0.03
ORD0000113,2021-12-26,CUSTJ00011,Jordn,in-store,rami,4,154.43,EG02,Gaming Chair,0,0.03
ORD0000114,2023-09-26,CUSTJ00011,Jordan,Online,ali,2,156.48,EG02,Gaming Chair,0,0.02
ORD0000115,2023-10-09,CUSTJ00012,JO,offline,Rami,3,398.15,P01,Phone,0,0.02
ORD0000116,2025-06-12,CUSTJ00012,Jordn,offline,rami,4,888.86,EB01,Laptop,0,0.03
ORD0000117,2021-09-17,CUSTJ00012,Jordn,offline,Rami,2,30.34,E04,Keyboard,0,0.05
ORD0000118,2024-04-18,CUSTJ00012,Jordan,Online,Rami,1,246.63,P02,Tablet,0,0.02
ORD0000119,2022-06-27,CUSTJ00012,Jor,Online,ahmed,2,816.21,EB01,Laptop,0,0.03
ORD0000120,2024-09-25,CUSTJ00012,Jordan,in-store,Rami,4,85.25,F02,Chair,0,0.02
ORD0000121,2024-08-08,CUSTJ00012,Jor,Website,Rami,1,268.09,P02,Tablet,0,0.05
ORD0000122,2023-09-27,CUSTJ00012,Jor,Website,Ahmed,3,22.87,A01,Accessory,0,0.05
ORD0000123,2023-01-06,CUSTJ00013,Jor,Website,Sara,2,182.48,M01,Monitor,0,0.03
ORD0000124,2025-06-28,CUSTJ00014,Jordn,offline,ahmed,1,834.19,EB01,Laptop,0,0.02
ORD0000124,2025-06-28,CUSTJ00014,Jor,offline,ahmed,4,81.14,F02,Chair,0,0.05
ORD0000125,2025-05-10,CUSTJ00015,Jordan,Website,Sara,1,16.63,E02,Mouse,0,0.03
ORD0000126,2022-05-08,CUSTJ00015,Jordn,in-store,rami,5,20.94,A01,Accessory,0,0.03
ORD0000127,2023-03-22,CUSTJ00015,Jordan,offline,Ahmed,2,160.56,EG02,Gaming Chair,0,0.02
ORD0000128,2022-11-23,CUSTJ00015,Jor,Online,ali,1,22.96,A01,Accessory,0,0.03
ORD0000129,2024-06-11,CUSTJ00015,Jor,Online,rami,4,80.36,F02,Chair,0,0.05
ORD0000130,2025-04-21,CUSTJ00015,Jordan,Offline,ahmed,4,868.92,EB01,Laptop,0,0.05
ORD0000130,2025-04-21,CUSTJ00015,JO,Offline,ahmed,4,84.49,F02,Chair,0,0.02
ORD0000131,2021-06-05,CUSTJ00015,Jor,in-store,Sara,1,837.59,EB01,Laptop,0,0.05
ORD0000132,2022-12-26,CUSTJ00015,Jor,in-store,ali,2,179.3,M01,Monitor,0,0.03
ORD0000133,2023-07-30,CUSTJ00016,Jordan,offline,Sara,4,158.28,EG02,Gaming Chair,0,0.05
ORD0000134,2022-11-06,CUSTJ00017,Jordan,in-store,Sara,2,81.17,F02,Chair,0,0.05
ORD0000135,2024-09-20,CUSTJ00018,JO,Website,ahmed,3,88.9,F02,Chair,0,0.02
ORD0000136,2023-05-08,CUSTJ00019,Jordan,in-store,ali,2,20.67,A01,Accessory,0,0.05
ORD0000137,2024-12-14,CUSTJ00020,Jordan,Website,ahmed,3,414.91,P01,Phone,0,0.03
ORD0000138,2025-06-25,CUSTJ00021,JO,in-store,ali,3,52.64,EG03,Headset,0,0.02
ORD0000139,2024-08-03,CUSTJ00021,Jor,Online,rami,4,5.01,E05,Cable,0,0.02
ORD0000140,2023-07-05,CUSTJ00022,JO,Offline,Rami,1,6.16,E05,Cable,0,0.05
ORD0000141,2022-07-11,CUSTJ00023,Jordan,Online,ali,2,93.39,F02,Chair,0,0.03
ORD0000142,2024-04-01,CUSTJ00024,Jor,in-store,Rami,4,840.75,EB01,Laptop,0,0.03
ORD0000143,2022-10-21,CUSTJ00025,Jor,Online,Sara,1,17.65,E02,Mouse,0,0.03
ORD0000144,2023-10-08,CUSTJ00026,Jordn,Online,ali,3,18.98,E02,Mouse,0,0.05
ORD0000145,2021-01-26,CUSTJ00026,Jordan,in-store,rami,1,17.56,E02,Mouse,0,0.03
ORD0000145,2021-01-26,CUSTJ00026,Jor,in-store,rami,4,32.56,E04,Keyboard,0,0.03
ORD0000146,2022-08-13,CUSTJ00026,Jor,Online,Rami,2,156.91,EG02,Gaming Chair,0,0.03
ORD0000147,2021-08-01,CUSTJ00026,Jordan,in-store,rami,4,159.9,EG02,Gaming Chair,0,0.03
ORD0000148,2024-01-17,CUSTJ00026,Jordn,Website,rami,4,147.52,EG02,Gaming Chair,0,0.02
ORD0000149,2023-09-15,CUSTJ00026,JO,Website,Rami,4,20.29,A01,Accessory,0,0.05
ORD0000150,2022-05-21,CUSTJ00026,Jordan,Online,Rami,2,166.03,EG02,Gaming Chair,0,0.05
ORD0000151,2025-01-23,CUSTJ00026,Jordn,offline,ali,1,21.58,A01,Accessory,0,0.03
ORD0000152,2021-06-13,CUSTJ00026,Jordn,Online,ali,2,165.92,EG02,Gaming Chair,0,0.05
ORD0000153,2024-10-02,CUSTJ00026,Jordan,Website,ali,1,88.68,F02,Chair,0,0.02
ORD0000154,2023-06-05,CUSTJ00026,Jordn,in-store,Sara,5,32.98,E04,Keyboard,0,0.02
ORD0000155,2024-01-18,CUSTJ00026,Jor,Website,rami,4,31.17,E04,Keyboard,0,0.05
ORD0000156,2025-02-23,CUSTJ00026,Jordn,Offline,Rami,3,166.66,EG02,Gaming Chair,0,0.05
ORD0000157,2024-12-05,CUSTJ00026,JO,in-store,Rami,1,247.89,P02,Tablet,0,0.02
ORD0000158,2022-02-06,CUSTJ00026,Jor,Website,Rami,5,32.75,E04,Keyboard,0,0.03
ORD0000159,2022-04-14,CUSTJ00026,JO,in-store,ahmed,5,279.7,P02,Tablet,0,0.03
ORD0000160,2023-07-23,CUSTJ00026,JO,offline,Ahmed,2,21.2,A01,Accessory,0,0.03
ORD0000161,2025-06-20,CUSTJ00026,Jor,Online,ali,3,46.59,EG03,Headset,0,0.03
ORD0000162,2021-02-18,CUSTJ00026,Jordan,offline,ali,2,157.04,EG02,Gaming Chair,0,0.02
ORD0000163,2025-05-18,CUSTJ00026,Jordan,Online,Ahmed,3,86.87,F02,Chair,0,0.03
ORD0000164,2021-10-07,CUSTJ00026,Jordan,offline,Rami,2,986.07,EB01,Laptop,0,0.03
ORD0000165,2025-01-06,CUSTJ00026,JO,Online,ahmed,1,87.09,F02,Chair,0,0.03
ORD0000166,2023-01-30,CUSTJ00026,Jordn,Online,ahmed,2,251.94,P02,Tablet,0,0.03
ORD0000167,2023-07-13,CUSTJ00026,Jordn,offline,ali,2,80.29,F02,Chair,0,0.03
ORD0000168,2025-03-19,CUSTJ00026,Jor,Online,rami,2,17.46,E02,Mouse,0,0.02
ORD0000168,2025-03-19,CUSTJ00026,Jordn,Online,rami,5,31.49,E04,Keyboard,0,0.05
ORD0000169,2022-06-17,CUSTJ00026,Jordan,Online,Ahmed,1,169.56,M01,Monitor,0,0.02
ORD0000170,2021-12-12,CUSTJ00026,JO,Online,Rami,3,173.48,M01,Monitor,0,0.02
ORD0000171,2024-01-14,CUSTJ00026,Jordn,in-store,ali,4,256.02,P02,Tablet,0,0.03
ORD0000172,2022-08-04,CUSTJ00026,Jordn,offline,ahmed,2,778.37,EB01,Laptop,0,0.05
ORD0000173,2024-05-08,CUSTJ00026,Jor,offline,ali,1,21.88,A01,Accessory,0,0.03
ORD0000174,2023-11-23,CUSTJ00026,Jordan,Website,ahmed,4,6.51,E05,Cable,0,0.03
ORD0000175,2025-03-07,CUSTJ00026,Jordan,Website,Ahmed,3,459.52,P01,Phone,0,0.05
ORD0000176,2023-07-10,CUSTJ00026,Jordan,Offline,Ahmed,2,29.71,E04,Keyboard,0,0.03
ORD0000177,2021-12-03,CUSTJ00026,JO,Online,Sara,2,236.38,P02,Tablet,0,0.05
ORD0000178,2025-01-31,CUSTJ00026,Jordn,Online,rami,5,31.17,E04,Keyboard,0,0.03
ORD0000179,2023-04-26,CUSTJ00026,Jordan,Offline,ali,1,84.7,F02,Chair,0,0.03
ORD0000180,2023-12-29,CUSTJ00026,Jordan,Website,Sara,5,17.62,E02,Mouse,0,0.02
ORD0000181,2021-01-31,CUSTJ00026,Jor,Offline,Rami,5,17.98,E02,Mouse,0,0.05
ORD0000181,2021-01-31,CUSTJ00026,JO,Offline,Rami,4,28.93,E04,Keyboard,0,0.05
ORD0000182,2024-03-20,CUSTJ00026,Jordn,Offline,Ahmed,5,51.69,EG03,Headset,0,0.03
ORD0000183,2023-11-20,CUSTJ00026,Jor,Online,Rami,1,784.94,EB01,Laptop,0,0.05
ORD0000183,2023-11-20,CUSTJ00026,Jordan,Online,Rami,1,91.88,F02,Chair,0,0.02
ORD0000184,2023-09-20,CUSTJ00026,Jordn,Online,ali,3,77.85,F02,Chair,0,0.05
ORD0000185,2023-04-01,CUSTJ00026,Jordn,in-store,Sara,4,6.03,E05,Cable,0,0.05
ORD0000186,2021-02-19,CUSTJ00026,Jordn,offline,ahmed,3,32.41,E04,Keyboard,0,0.03
ORD0000187,2022-10-29,CUSTJ00026,Jordn,Offline,ali,4,5.14,E05,Cable,0,0.02
ORD0000188,2025-04-10,CUSTJ00026,Jordan,in-store,rami,3,233.48,P02,Tablet,0,0.05
ORD0000189,2023-09-08,CUSTJ00026,Jordn,Website,Sara,3,243.95,P02,Tablet,0,0.03
ORD0000190,2024-09-27,CUSTJ00026,Jor,Online,rami,3,260.44,P02,Tablet,0,0.02
ORD0000191,2023-07-09,CUSTJ00026,Jor,Offline,Rami,3,153.69,EG02,Gaming Chair,0,0.02
ORD0000192,2024-01-30,CUSTJ00026,Jordan,Offline,Ahmed,1,171.33,M01,Monitor,0,0.02
ORD0000193,2022-08-01,CUSTJ00026,Jordn,offline,Ahmed,5,20.95,A01,Accessory,0,0.03
ORD0000194,2025-04-09,CUSTJ00026,Jordn,offline,ahmed,2,19.79,E02,Mouse,0,0.02
ORD0000195,2023-07-26,CUSTJ00026,Jordan,Offline,Rami,2,915.36,EB01,Laptop,1,0.03
ORD0000196,2023-03-17,CUSTJ00026,Jordn,Offline,Ahmed,4,18.63,E02,Mouse,0,0.03
ORD0000196,2023-03-17,CUSTJ00026,Jordn,Offline,Ahmed,1,32.61,E04,Keyboard,0,0.03
ORD0000197,2021-10-17,CUSTJ00026,Jordan,offline,ali,4,229.1,P02,Tablet,0,0.02
ORD0000198,2023-11-19,CUSTJ00026,Jordan,Website,Sara,1,412.78,P01,Phone,0,0.05
ORD0000199,2023-03-01,CUSTJ00026,Jor,Online,rami,6,182.18,M01,Monitor,0,0.05
ORD0000200,2022-12-17,CUSTJ00026,JO,in-store,rami,2,883.99,EB01,Laptop,0,0.05
ORD0000200,2022-12-17,CUSTJ00026,Jordan,in-store,rami,1,82.35,F02,Chair,0,0.02
ORD0000201,2023-11-15,CUSTJ00027,Jordn,offline,ahmed,2,33.35,E04,Keyboard,0,0.03
ORD0000202,2021-05-23,CUSTJ00028,Jordn,Website,Sara,3,21.09,A01,Accessory,0,0.03
ORD0000203,2025-06-27,CUSTJ00029,JO,Online,Rami,5,89.74,F02,Chair,0,0.02
ORD0000204,2023-10-05,CUSTJ00029,Jordan,Online,Ahmed,2,230.42,P02,Tablet,0,0.05
ORD0000205,2022-09-23,CUSTJ00029,Jor,Offline,ali,3,431.34,P01,Phone,0,0.02
ORD0000206,2022-05-02,CUSTJ00029,Jordan,Online,ali,5,44.96,EG03,Headset,0,0.03
ORD0000207,2021-11-15,CUSTJ00029,Jordn,offline,ahmed,3,51.35,EG03,Headset,0,0.03
ORD0000208,2023-06-30,CUSTJ00030,Jordn,in-store,Sara,5,49.71,EG03,Headset,0,0.05
ORD0000209,2022-03-29,CUSTJ00030,Jordan,Online,Rami,4,173.66,M01,Monitor,0,0.03
ORD0000210,2021-04-03,CUSTJ00030,Jordan,Online,rami,2,21.06,A01,Accessory,0,0.02
ORD0000211,2021-07-17,CUSTJ00030,Jordan,Online,Sara,4,174.21,M01,Monitor,0,0.03
ORD0000212,2022-05-02,CUSTJ00030,JO,Online,ali,3,174.02,M01,Monitor,0,0.03
ORD0000213,2023-04-20,CUSTJ00030,Jordan,Website,ali,3,376.98,P01,Phone,0,0.02
ORD0000214,2024-08-05,CUSTJ00030,JO,Website,Sara,5,147.04,EG02,Gaming Chair,0,0.03
ORD0000215,2022-10-22,CUSTJ00030,Jor,offline,Rami,4,5.16,E05,Cable,0,0.02
ORD0000216,2021-04-13,CUSTJ00030,Jor,Offline,ahmed,3,91.89,F02,Chair,0,0.05
ORD0000217,2022-01-02,CUSTJ00031,JO,Website,rami,4,16.9,E02,Mouse,0,0.03
ORD0000217,2022-01-02,CUSTJ00031,Jor,Website,rami,2,34.17,E04,Keyboard,0,0.05
ORD0000218,2023-11-02,CUSTJ00032,JO,offline,rami,2,893.78,EB01,Laptop,0,0.03
ORD0000219,2024-12-12,CUSTJ00033,Jordn,Offline,Sara,4,240.69,P02,Tablet,0,0.05
ORD0000220,2021-04-20,CUSTJ00033,JO,Offline,rami,5,180.16,M01,Monitor,0,0.03
ORD0000221,2021-01-01,CUSTJ00033,JO,in-store,rami,1,420.36,P01,Phone,0,0.05
ORD0000222,2022-11-06,CUSTJ00033,Jordn,Offline,rami,2,17.85,E02,Mouse,0,0.03
ORD0000222,2022-11-06,CUSTJ00033,Jordn,Offline,rami,4,32.56,E04,Keyboard,0,0.03
ORD0000223,2022-05-04,CUSTJ00033,JO,Online,Sara,5,189.47,M01,Monitor,0,0.05
ORD0000224,2024-03-11,CUSTJ00033,JO,in-store,ali,2,20.86,A01,Accessory,0,0.03
ORD0000225,2023-05-26,CUSTJ00033,Jordan,Website,ahmed,4,704.72,EB01,Laptop,0,0.05
ORD0000226,2024-12-02,CUSTJ00033,Jordan,Online,Ahmed,2,258.56,P02,Tablet,0,0.05
ORD0000227,2023-08-02,CUSTJ00033,JO,offline,ali,1,5.85,E05,Cable,0,0.05
ORD0000228,2025-03-29,CUSTJ00033,JO,Website,Ahmed,5,420.0,P01,Phone,0,0.05
ORD0000229,2021-02-24,CUSTJ00033,Jordn,Offline,Ahmed,3,16.51,E02,Mouse,0,0.02
ORD0000230,2023-10-31,CUSTJ00033,Jor,Website,rami,2,147.37,EG02,Gaming Chair,0,0.05
ORD0000231,2024-04-02,CUSTJ00033,Jordn,Offline,ali,4,4.86,E05,Cable,0,0.03
ORD0000232,2023-01-05,CUSTJ00033,Jordn,Website,rami,2,442.89,P01,Phone,0,0.03
ORD0000233,2021-04-29,CUSTJ00033,Jordan,in-store,ali,2,158.91,EG02,Gaming Chair,0,0.05
ORD0000234,2021-10-26,CUSTJ00033,JO,Website,Ahmed,2,795.98,EB01,Laptop,0,0.03
ORD0000235,2025-04-15,CUSTJ00033,JO,Offline,rami,1,51.03,EG03,Headset,0,0.05
